"","Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code_1","specimen_code","tissue_code","HISTO_11","HISTO_12","HISTO_21","HISTO_22","HISTO_23","HISTO_24","HISTO_31","HISTO_41","HISTO_42","HISTO_43","HISTO_52","HISTO_71","HISTO_81","HISTO_82","HISTO_90","HISTO_95","HISTO_NODATA","file_year"
"520","OKL_AGPE_3","OKL256324;;B.W.Hoagland10/09/2008",NA,"OKL256324","B. W. Hoagland","Hoagland","B.","B. Hoagland","B Hoagland","Choctaw County, Oklahoma, United States","United States","Oklahoma","Choctaw County","Choctaw",NA,"Railroad Bog; Railroad Bog, from the intersection of US 70 and US 271, 5.0 mi N on US 271, then 4.0 mi E and 2.0 mi N on county roads",34.1495,-95.5649,2008,10,9,"seed",5,0,0,0,"11/10/22","GayatriSingla",1,NA,NA,NA,NA,"Scorer14","Collector80","County",-95.5197394,33.9851472,"administrative_area_level_2","approximate","choctaw county, ok, usa",34.157027,33.8645419,-95.1558821,-95.9915781,"OKL","AGPE",3,NA,2513,0,10511,8982,3485,701,2108,47054,664,3751,659,9443,124443,6115,4445,351,0,2008
"521","AM_AGHY_21","TAES263399","AGHY","TAES263399","Larry E. Brown","Brown","Larry","Larry Brown","L Brown","Big Thicket National Preserve, Neches Bottom and Jack Gore Baygall Unit, Hardin County, Texas, United States","United States","Texas","Hardin County","Hardin","Big Thicket National Preserve, Neches Bottom and Jack Gore Baygall Unit","Big Thicket National Preserve, Jack Gore Baygall and Neches Bottom Unit; along pipeline right of way to the south of the intersection with Timber Slough Road east of FM 2937 north of Silsbee",NA,NA,2009,5,6,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector526","County",-94.1413909,30.4904115,"establishment","geometric_center","neches bottom and jack gore baygall unit, texas 77656, usa",30.5041246,30.4904115,-94.1413909,-94.1600696,"AM","AGHY",21,NA,2311,0,10271,2845,251,20,211,0,62518,6692,12353,10106,9593,6,115504,1206,0,2009
"522","LL_ELVI_129","00428893","ELVI","00428893","Laura L. Hansen","Hansen","Laura","Laura Hansen","L Hansen","Coke County, Texas, United States","United States","Texas","Coke County","Coke",NA,"At Rancho Escondido, in front pasture, along the north side of Main Road, 0.1 mile east of the main entrance gate.",31.8336,-100.59462,2009,6,26,"seed",6,0,0,0,"7/15/21","ArinzeAppio-Riley",1,NA,NA,NA,NA,"Scorer1","Collector536","County",-100.5296115,31.8277663,"administrative_area_level_2","approximate","coke county, tx, usa",32.086722,31.6925141,-100.235137,-100.8253701,"LL","ELVI",129,NA,4031,0,2947,1618,327,19,18,3186,12371,51,198149,10,0,7807,150,2,0,2009
"523","LL_ELVI_129","00428893","ELVI","00428893","Laura L. Hansen","Hansen","Laura","Laura Hansen","L Hansen","Coke County, Texas, United States","United States","Texas","Coke County","Coke",NA,"At Rancho Escondido, in front pasture, along the north side of Main Road, 0.1 mile east of the main entrance gate.",31.8336,-100.59462,2009,6,26,"seed",2,0,0,0,"11/8/2021","AvaJohnson",2,NA,NA,NA,NA,"Scorer2","Collector536","County",-100.5296115,31.8277663,"administrative_area_level_2","approximate","coke county, tx, usa",32.086722,31.6925141,-100.235137,-100.8253701,"LL","ELVI",129,NA,4031,0,2947,1618,327,19,18,3186,12371,51,198149,10,0,7807,150,2,0,2009
"524","LSU_AGHY_43","LSU00138848","AGHY","LSU00138848","Alex Lasseigne","Lasseigne","Alex","Alex Lasseigne","A Lasseigne","Saint James Parish, Louisiana, United States","United States","Louisiana","Saint James Parish","Saint James",NA,"Roadside near tree line, 5 miles east of intersection of Hwys 20 and 3127 along 3127.",NA,NA,2009,4,19,"seed",6,3,1,1,"3/2/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector27","Parish",-90.7913227,30.0179292,"administrative_area_level_2","approximate","st james parish, la, usa",30.1664481,29.889182,-90.642111,-90.963755,"LSU","AGHY",43,NA,20308,0,11201,13603,3544,1055,773,0,70,169,0,20,7013,100343,75393,1500,0,2009
"525","LSU_ELVI_45","LSU00198149","ELVI","LSU00198149","Charles Allen","Allen","Charles","Charles Allen","C Allen","Newton County, Texas, United States","United States","Texas","Newton County","Newton",NA,NA,NA,NA,2009,3,5,"seed",1,0,0,0,"11/8/21","AvaJohnson",1,NA,NA,NA,NA,"Scorer2","Collector105","County",-93.6623239,30.9359604,"administrative_area_level_2","approximate","newton county, tx, usa",31.1866009,30.2426719,-93.5080389,-93.911126,"LSU","ELVI",45,NA,63,0,10083,2517,152,12,228,9,104622,15900,33410,14894,9938,0,40807,197,0,2009
"526","AM_ELVI_117","TAES272730","ELVI","TAES272730","Brandon Steinberg","Steinberg","Brandon","Brandon Steinberg","B Steinberg","Karnes County, Texas, United States","United States","Texas","Karnes County","Karnes",NA,"Ranch W of County Road 123, from Kenedy 1 mi E of 72, 4 mi S on FM 239, 1.5 mi N on County Road 127, 1.25 mi N on County Road 134.",NA,NA,2010,6,8,"seed",5,2,0,1,"02/28/2020","BellaGutierrez",1,NA,NA,NA,NA,"Scorer3","Collector95","County",-97.87216,28.9089085,"administrative_area_level_2","approximate","karnes county, tx, usa",29.2217479,28.668027,-97.574639,-98.190991,"AM","ELVI",117,NA,306,0,6816,7979,2214,326,56,3161,5,2030,67635,0,110590,33289,2901,219,0,2010
"527","BRIT_AGHY_193","BRIT10492","AGHY","BRIT10492","J. Quayle","Quayle","J.","J. Quayle","J Quayle","Montague County, Texas, United States","United States","Texas","Montague County","Montague",NA,NA,NA,NA,2010,4,29,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector464","County",-97.6982272,33.6460993,"administrative_area_level_2","approximate","montague county, tx, usa",33.9915529,33.433681,-97.484136,-97.979046,"BRIT","AGHY",193,NA,1228,0,4151,4924,523,43,116,55424,80,0,6,152350,378,6771,43,52,0,2010
"528","BRIT_AGHY_255","BRIT174084","AGHY","BRIT174084","Steve Younghance","Younghance","Steve","Steve Younghance","S Younghance","Fayette County, Alabama, United States","United States","Alabama","Fayette County","Fayette",NA,"Ca. 3.6 air miles SW of jct AL 102 & AL 13.; 33.74931 -87.66572",33.74931,-87.66572,2010,5,9,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,187.869,NA,NA,NA,"Scorer19","Collector834","County",-87.7763333,33.6871392,"administrative_area_level_2","approximate","fayette county, al, usa",33.9199311,33.519568,-87.423701,-87.952072,"BRIT","AGHY",255,NA,1041,0,16219,5243,1957,616,344,40927,36173,26335,13394,11517,23290,5622,42562,765,0,2010
"529","BRIT_AGPE_18","BRIT58598","AGPE","BRIT58598",NA,NA,NA,"NA NA",NA,"Parker County, Texas, USA","USA","Texas","Parker County","Parker",NA,NA,NA,NA,2010,NA,NA,"seed",5,0,1,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA,"County",-97.87216,32.7415519,"administrative_area_level_2","approximate","parker county, tx, usa",33.003332,32.555297,-97.544172,-98.0668359,"BRIT","AGPE",18,NA,525,0,11896,23524,8402,1813,278,20136,2371,0,2691,150537,1636,1144,3448,6,0,2010
"530","LL_AGHY_25","LL00467827","AGHY","00467827","Rebecca Swadek","Swadek","Rebecca","Rebecca Swadek","R Swadek","Parker County, Texas, United States","United States","Texas","Parker County","Parker",NA,"Utley Prairie. About 7 mi N of Weatherford. W of FM 51 at approximately 5130 Weiland Road. 10.2 km N and 3.3 km E of the Parker County Courthouse in Weatherford.",32.85113,-97.76143,2010,5,1,"seed",5,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector764","County",-97.87216,32.7415519,"administrative_area_level_2","approximate","parker county, tx, usa",33.003332,32.555297,-97.544172,-98.0668359,"LL","AGHY",25,NA,525,0,11896,23524,8402,1813,278,20136,2371,0,2691,150537,1636,1144,3448,6,0,2010
"531","LL_AGHY_25","LL00467827","AGPE","00467827","Rebecca Swadek","Swadek","Rebecca","Rebecca Swadek","R Swadek","Parker County, Texas, United States","United States","Texas","Parker County","Parker",NA,"Utley Prairie. About 7 mi N of Weatherford. W of FM 51 at approximately 5130 Weiland Road. 10.2 km N and 3.3 km E of the Parker County Courthouse in Weatherford.",32.85113,-97.76143,2010,5,1,"seed",5,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector764","County",-97.87216,32.7415519,"administrative_area_level_2","approximate","parker county, tx, usa",33.003332,32.555297,-97.544172,-98.0668359,"LL","AGHY",25,NA,525,0,11896,23524,8402,1813,278,20136,2371,0,2691,150537,1636,1144,3448,6,0,2010
"532","OKL_AGHY_2","OKL255718;;RS-048",NA,"OKL255718","Amy Buthod","Buthod","Amy","Amy Buthod","A Buthod","McCurtain County, Oklahoma, United States","United States","Oklahoma","McCurtain County","McCurtain",NA,"Red Slough Wildlife Mangement Area; Unit 6 of the Red Slough Wildlife Management Area",NA,NA,2010,5,13,"seed",3,1,1,1,"3/30/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector11","County",-94.8105955,34.1481711,"administrative_area_level_2","approximate","mccurtain county, ok, usa",34.507457,33.615787,-94.461149,-95.156736,"OKL","AGHY",2,NA,77,0,11484,3715,255,18,19,34045,91338,38534,26925,11453,6251,0,657,25,0,2010
"533","OKL_AGHY_6","OKL256071;;AB-8779",NA,"OKL256071","Bruce Hoagland","Hoagland","Bruce","Bruce Hoagland","B Hoagland","McIntosh County, Oklahoma, United States","United States","Oklahoma","McIntosh County","McIntosh",NA,"Eufaula; 1.8 mi W of Eufaula on hwy 9 & ca. 2.5 mi S on Coon Creek Road (4160)",35.2548,-95.6084,2010,5,20,"seed",1,1,1,1,"3/30/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector80","County",-95.6457951,35.3466151,"administrative_area_level_2","approximate","mcintosh county, ok, usa",35.5518069,35.142501,-95.344761,-95.983205,"OKL","AGHY",6,NA,63665,0,7285,4604,1892,235,508,62855,123,89,16,14807,63050,86,630,1775,0,2010
"534","OKL_AGHY_7","OKL255566;;AB-8814",NA,"OKL255566","A. Buthod","Buthod","A.","A. Buthod","A Buthod","Muskogee County, Oklahoma, United States","United States","Oklahoma","Muskogee County","Muskogee",NA,"Muskogee; Ca. 6.2 mi SW of Muskogee on hwy 69 & 4.4 mi W on road 920",35.6842,-95.4923,2010,5,19,"seed",4,3,1,1,"3/30/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector11","County",-95.3102505,35.7111198,"administrative_area_level_2","approximate","muskogee county, ok, usa",35.8567051,35.261636,-95.0499329,-95.766265,"OKL","AGHY",7,NA,13362,0,17738,25112,14027,5683,518,50150,134,598,3,966,75353,13629,2596,766,0,2010
"535","OKL_ELVI_54","OKL255358;;RB-158",NA,"OKL255358","Amy Buthod","Buthod","Amy","Amy Buthod","A Buthod","Rogers County, Oklahoma, United States","United States","Oklahoma","Rogers County","Rogers",NA,"Tulsa; NE of Tulsa, OK at the Redbud Valley Nature Preserve, on the Woodland Fork Trail",36.2134,-95.8062,2010,7,29,"seed",5,1,1,0,"7/21/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector11","County",-95.6457951,36.3898068,"administrative_area_level_2","approximate","rogers county, ok, usa",36.5976999,36.0751999,-95.32816,-95.8154001,"OKL","ELVI",54,NA,27552,0,10996,9839,4247,1215,1801,49319,6,195,16,707,106485,2958,2788,635,0,2010
"536","OKLA_ELVI_73","OKLA150653","ELVI","OKLA150653","Stephen Winter","Winter","Stephen","Stephen Winter","S Winter","Jefferson County, Nebraska, USA","USA","Nebraska","Jefferson County","Jefferson",NA,"Dave Bridge's Property; Southwest of the instersection of King Rd. and 564 Ave",NA,NA,2010,7,15,"seed",3,3,1,1,"6/23/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector831","County",-97.179026,40.1680732,"administrative_area_level_2","approximate","jefferson county, ne, usa",40.350392,40.0011791,-96.916021,-97.369251,"OKLA","ELVI",73,NA,2072,0,7164,6776,2613,552,1213,7470,667,0,0,61389,0,114645,2903,386,0,2010
"537","BRIT_AGHY_195_a","BRIT486758","AGHY","BRIT486758","B.R & M.H. MacRoberts","MacRoberts","B.R","B.R MacRoberts","B MacRoberts","Nacogdoches County, Texas, United States","United States","Texas","Nacogdoches County","Nacogdoches",NA,"Shallow pond, once open, then overgrown with trees. But now cleared again. Stephen F. Austin Experimental Forest. Angelina National Forest. Pond 2.",NA,NA,2011,5,6,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector86","County",-94.645035,31.6353071,"administrative_area_level_2","approximate","nacogdoches county, tx, usa",31.8455549,31.2227761,-94.3000379,-94.97816,"BRIT","AGHY",195,"a",471,0,26314,22100,10239,2279,1024,590,31246,42435,2659,2250,72209,0,17030,296,0,2011
"538","BRIT_AGHY_198_a","BRIT55270","AGHY","BRIT55270","Monique Reed","Reed","Monique","Monique Reed","M Reed","Red River County, Texas, United States","United States","Texas","Red River County","Red River",NA,"Greenwood. NE of Clarksville, 16475 FM 1159. S. roadside of FM 1159. 33?47.482'N, 94?55.361'W, 388 ft.",33.7914,-94.9227,2011,5,15,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector611","County",-94.976654,33.6072302,"administrative_area_level_2","approximate","red river county, tx, usa",33.962674,33.3173649,-94.7323289,-95.311035,"BRIT","AGHY",198,"a",2072,0,6370,4549,1069,210,76,11887,1618,3959,165,272,165399,13455,14729,370,0,2011
"539","BRIT_AGHY_199","BRIT55269","AGHY","BRIT55269","Monique Reed","Reed","Monique","Monique Reed","M Reed","Red River County, Texas, United States","United States","Texas","Red River County","Red River",NA,"Greenwood. NE of Clarksville, 16475 FM 1159. S. roadside of FM 1159. 33?47.482'N, 94?55.361'W, 388 ft.",33.7914,-94.9227,2011,5,15,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector611","County",-94.976654,33.6072302,"administrative_area_level_2","approximate","red river county, tx, usa",33.962674,33.3173649,-94.7323289,-95.311035,"BRIT","AGHY",199,NA,2072,0,6370,4549,1069,210,76,11887,1618,3959,165,272,165399,13455,14729,370,0,2011
"540","BRIT_AGHY_72","RaulGutierrez2554TamaraMick","AGHY","RaulGutierrez2554TamaraMick","Raul Gutierrez","Gutierrez","Raul","Raul Gutierrez","R Gutierrez","Allen Parish, Louisiana, USA","USA","Louisiana","Allen Parish","Allen",NA,"ca. 1 miles NE of Old Pump Road (State Hwy 1147), ca. 0.1 mile N of calcasieu River",NA,NA,2011,4,14,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector709","Parish",-92.8577105,30.5887484,"administrative_area_level_2","approximate","allen parish, la, usa",30.8992821,30.423591,-92.582741,-93.1312241,"BRIT","AGHY",72,NA,898,0,8106,4828,1363,315,438,0,92195,140,19604,8430,12315,8361,76167,499,0,2011
"541","BRIT_ELVI_36","BRIT486537","ELVI","BRIT486537","B. R.","R.","B.","B. R.","B R.","Harrison County, Texas, United States","United States","Texas","Harrison County","Harrison",NA,"Caddo Lake National Wildlife Refuge. Opening in pine woods. 32o38'53.76 N 94o07'53.94 W. Elev. 184 feet. Site 1",NA,-32.648267,2011,24,24,"seed",5,4,1,1,"03/23/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector90","County",-94.315422,32.5539228,"administrative_area_level_2","approximate","harrison county, tx, usa",32.793088,32.3265829,-94.0428171,-94.702201,"BRIT","ELVI",36,NA,1581,0,25910,22544,7993,2744,928,2417,41241,45241,4330,5809,47484,0,19823,832,0,2011
"542","LL_AGHY_134_a","LL00457840","AGHY","00457840","William R. Carr","Carr","William","William Carr","W Carr","Hunt County, Texas, United States","United States","Texas","Hunt County","Hunt",NA,"Just inside gate to Cowleech Prairie Preserve, ca. 25-100 ft. N of Co. Rd. 3128 from a point 1.0-1.1 roadmiles E of its jct. with US Rt. 69 S of Greenville.",33.06783,-96.01003,2011,5,6,"seed",4,2,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885","County",-96.1526985,33.1967938,"administrative_area_level_2","approximate","hunt county, tx, usa",33.4095298,32.837217,-95.8586449,-96.297344,"LL","AGHY",134,"a",2562,0,7607,11259,3950,1153,92,30932,1073,92,10,83415,58595,26378,110,30,0,2011
"543","LSU_AGHY_2","LSU00133389","AGHY","LSU00133389","Raul Gutierrez","Gutierrez","Raul","Raul Gutierrez","R Gutierrez","Allen Parish, Louisiana, United States","United States","Louisiana","Allen Parish","Allen",NA,"Ca. 1 mi NE of Old Pump Rd (State Hwy 1147), ca. 0.1 mi N of Calcasieu River.",NA,NA,2011,4,14,"seed",10,4,1,1,"2/17/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector709","Parish",-92.8577105,30.5887484,"administrative_area_level_2","approximate","allen parish, la, usa",30.8992821,30.423591,-92.582741,-93.1312241,"LSU","AGHY",2,NA,898,0,8106,4828,1363,315,438,0,92195,140,19604,8430,12315,8361,76167,499,0,2011
"544","OKL_ELVI_55","OKL257128;;NWCA2324-5",NA,"OKL257128","B. W. Hoagland","Hoagland","B.","B. Hoagland","B Hoagland","Oklahoma County, Oklahoma, United States","United States","Oklahoma","Oklahoma County","Oklahoma",NA,"Oklahoma City; NE of jct of NW Expressway & Council Rd, Oklahoma City",NA,NA,2011,6,30,"seed",5,3,1,0,"7/21/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector80","County",-97.3516558,35.6038323,"administrative_area_level_2","approximate","oklahoma county, ok, usa",35.7259801,35.37686,-97.1407609,-97.674058,"OKL","ELVI",55,NA,10621,0,13887,15230,2901,234,1777,69120,81,0,86,87354,1532,17784,8,316,0,2011
"545","BRIT_ELVI_200","AmyButhodRB-221","ELVI","AmyButhodRB-221","Amy Buthod","Buthod","Amy","Amy Buthod","A Buthod","Catoosa, Rogers County, Oklahoma, USA","USA","Oklahoma","Rogers County","Rogers","Catoosa","Redbud Valley Nature Preserve, Prairie Fork Trail. Grassland over shallow limestone soil.",NA,NA,2012,9,2,"seed",2,2,1,1,"03/11/2020","BellaGutierrez",1,NA,NA,NA,NA,"Scorer3","Collector11","County",-95.745817,36.188987,"locality","approximate","catoosa, ok, usa",36.21496,36.1534029,-95.716483,-95.8154001,"BRIT","ELVI",200,NA,6483,0,14661,20748,12906,4994,6270,57336,2,119,1,5420,79767,6189,4029,388,0,2012
"546","KANU_AGPE_16","KANU00392001","AGPE","KANU00392001","C. C. Freeman","C. C. Freeman","C. C. Freeman","C. C. Freeman C. C. Freeman","C C. C. Freeman","Baldwin City, Douglas County, Kansas, USA","USA","Kansas","Douglas County","Douglas","Baldwin City","Douglas County State Fishing Lake, ca 1.5 mi N, 1.5mi E of Baldwin City",38.801125,-95.149911,2012,9,20,"seed",5,0,0,0,"4/21/23","DavidWoods",1,NA,NA,NA,NA,"Scorer8","Collector114","County",-95.1863603,38.775007,"locality","approximate","baldwin city, ks 66006, usa",38.8013501,38.752984,-95.158112,-95.214347,"KANU","AGPE",16,NA,2023,0,7228,8415,1184,132,43,38031,762,2133,13,630,103983,47222,91,83,0,2012
"547","KANU_ELVI_32","KANU00392557","ELVI","KANU00392557","Alan Brant","Brant","Alan","Alan Brant","A Brant","Bollinger County, Missouri, United States","United States","Missouri","Bollinger County","Bollinger",NA,"T29N, R8E, sec 5, NE 1/4, NW 1/4",37.2152778,-90.1966667,2012,5,31,"seed",5,0,0,0,"8/23/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector9","County",-90.0746767,37.2115595,"administrative_area_level_2","approximate","bollinger county, mo, usa",37.599286,37.0400191,-89.861123,-90.2232299,"KANU","ELVI",32,NA,784,0,6844,372,63,1,13,161503,694,2519,37,167,35737,4630,2946,166,0,2012
"548","LL_AGHY_46","LL00487444","AGHY","00487444","David Hillis","Hillis","David","David Hillis","D Hillis","Pontotoc, Mason County, TX, USA","USA","TX","Mason County","Mason","Pontotoc","(2.5 mi W of Pontotoc on hwy 71, then 3.1 miles S on Fly Gap Road, then 0.2 mi W to entrance.) General area: Rolling live oak woodland/grassland in sandy soil, 
sandstone and quartz rocks on slopes, with Quercus fusiformis, Q. 
stellata, Diospyros texana, Prosopis glandulosa, and Mimosa borealis 
predominating.",30.88278,-99.04944,2012,5,18,"seed",5,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector202","County",-98.9799127,30.9093517,"locality","approximate","pontotoc, tx, usa",30.9141429,30.9079003,-98.9731936,-98.9871338,"LL","AGHY",46,NA,0,0,4579,716,20,0,0,7,11581,0,211678,1518,1999,776,22,0,0,2012
"549","LL_AGHY_56","LL00465981","AGHY","00465981","David J. Rosen","Rosen","David","David Rosen","D Rosen","Wharton County, Texas, United States","United States","Texas","Wharton County","Wharton",NA,"Native hay meadow; on and NW of the intersection of FM 2674 and CR 320, about 12.4 km S of the town of El Campo.",29.09601,-96.28574,2012,5,17,"seed",5,2,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector220","County",-96.1526985,29.3690932,"administrative_area_level_2","approximate","wharton county, tx, usa",29.6338061,28.963291,-95.841948,-96.640315,"LL","AGHY",56,NA,1586,0,8272,7538,3788,624,152,3957,5,5009,168,1,107689,90865,6573,257,0,2012
"550","LL_AGHY_57","LL00460345","AGHY","00460345","David J. Rosen","Rosen","David","David Rosen","D Rosen","Fort Bend County, Texas, United States","United States","Texas","Fort Bend County","Fort Bend",NA,"Brazos Bend State Park, on and E of FM 762, 2.5 km N of its intersection with FM 1462, about 50 km SW of the City of Houston. In the southern extent of the park (Management Unit 6).",29.36771,-95.62897,2012,3,30,"seed",5,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector220","County",-95.8142885,29.5692614,"administrative_area_level_2","approximate","fort bend county, tx, usa",29.788616,29.26259,-95.424286,-96.0889119,"LL","AGHY",57,NA,3458,0,24671,28950,16393,4178,507,4656,186,4659,487,120,94485,43059,8778,1445,0,2012
"551","LL_ELVI_142","00465350","ELVI","00465350","William R. Carr","Carr","William","William Carr","W Carr","Kendall County, Texas, United States","United States","Texas","Kendall County","Kendall",NA,"Along main road between house and creek crossing on E side of Davidson property, ca. 1.4 airmiles NW of jct. R. M. 473 and R. M. 3160 in Kendalia.",29.97967,-98.54158,2012,6,14,"seed",5,0,0,0,"7/19/21","ArinzeAppio-Riley",1,NA,NA,NA,NA,"Scorer1","Collector885","County",-98.7481167,29.9603413,"administrative_area_level_2","approximate","kendall county, tx, usa",30.1389539,29.716359,-98.4140181,-98.920799,"LL","ELVI",142,NA,107,0,7067,3256,105,0,492,725,47560,0,169277,1396,2007,2816,318,0,0,2012
"552","MO_ELVI_22","WayneDLongbottom17928",NA,"ayneDLongbottom17928","W.D. Longbottom","Longbottom","W.D.","W.D. Longbottom","W Longbottom","Georgetown, Sussex County, Delaware, USA","USA","Delaware","Sussex County","Sussex","Georgetown","West of Georgetown, along Raccoon Ditch Road (Road 517 & 522A) at the sharp corner north of McColley's Branch, woods at roadside.",38.6847222,-75.4366666,2012,8,7,"seed",5,2,1,0,"10/19/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector904","County",-75.3854728,38.6901134,"locality","approximate","georgetown, de 19947, usa",38.710631,38.6659571,-75.3627431,-75.4187409,"MO","ELVI",22,NA,599,0,11354,13956,4968,990,285,3223,25759,19284,3969,1671,4,71809,54157,206,0,2012
"553","OKL_AGPE_4","OKL256397;;AB-10591",NA,"OKL256397","Amy Buthod","Buthod","Amy","Amy Buthod","A Buthod","McCurtain County, Oklahoma, United States","United States","Oklahoma","McCurtain County","McCurtain",NA,"Lower Mountain Fork River; Between Horsepen Creek and Broken Bow Lake on the Lower Mountain Fork",34.1261,-94.6633,2012,8,30,"seed",5,0,0,0,"11/10/22","GayatriSingla",1,NA,NA,NA,NA,"Scorer14","Collector11","County",-94.8105955,34.1481711,"administrative_area_level_2","approximate","mccurtain county, ok, usa",34.507457,33.615787,-94.461149,-95.156736,"OKL","AGPE",4,NA,58,0,11267,3864,256,18,22,33344,85468,35873,24747,23065,6130,0,652,32,0,2012
"554","OKL_ELVI_14","OKL258123;;AB-11000",NA,"OKL258123","A. Buthod","Buthod","A.","A. Buthod","A Buthod","McCurtain County, Oklahoma, United States","United States","Oklahoma","McCurtain County","McCurtain",NA,"McCurtain/Choctaw County Line; 0.6 mi due E of McCurtain/Choctaw County Line at Watermill Acres",33.9847,-95.1454,2012,6,19,"seed",4,0,0,0,"6/30/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector11","County",-94.8105955,34.1481711,"administrative_area_level_2","approximate","mccurtain county, ok, usa",34.507457,33.615787,-94.461149,-95.156736,"OKL","ELVI",14,NA,58,0,11267,3864,256,18,22,33344,85468,35873,24747,23065,6130,0,652,32,0,2012
"555","BRIT_ELVI_11","BRIT259162","ELVI","BRIT259162","Bob O'Kennon","O'Kennon","Bob","Bob O'Kennon","B O'Kennon","Wise County, Texas, United States","United States","Texas","Wise County","Wise",NA,"Lyndon B. Johnson National Grasslands, Unit 71s; 0.01 miles south of Fs 920.",33.303218,33.303218,2013,12,12,"seed",3,0,0,0,"03/11/2020","BellaGutierrez",1,NA,NA,NA,NA,"Scorer3","Collector88","County",-97.6982272,33.2895861,"administrative_area_level_2","approximate","wise county, tx, usa",33.4340569,32.990839,-97.383015,-97.9216421,"BRIT","ELVI",11,NA,1323,0,4475,10305,4009,317,3879,29851,68,0,1,166375,3826,2359,25,210,0,2013
"556","KANU_AGHY_94","KANU00421688","AGHY","KANU00421688","Hillary J Loring","Loring","Hillary","Hillary Loring","H Loring","Labette County, Kansas, United States","United States","Kansas","Labette County","Labette",NA,"Chetopa, 2.8 mi N on US 59",37.07093,-95.10106,2013,6,6,"seed",4,2,1,0,"11/3/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector374","County",-95.3102505,37.2639041,"administrative_area_level_2","approximate","labette county, ks, usa",37.38436,36.999249,-95.0734971,-95.522935,"KANU","AGHY",94,NA,1152,0,6098,9900,1586,292,700,11195,54,756,0,23,113363,71002,156,49,0,2013
"557","LL_AGHY_104","LL00467007","AGHY","00467007","William R. Carr","Carr","William","William Carr","W Carr","Colorado County, Texas, United States","United States","Texas","Colorado County","Colorado",NA,"W side of St. Rt. 806 at a point 1.7-1.8 roadmiles S of its overpass of I-10 on SW side of Columbus. Columbus Quadrangle.",29.67283,-96.56752,2013,4,23,"seed",6,2,1,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885","County",-96.4929797,29.5378648,"administrative_area_level_2","approximate","colorado county, tx, usa",29.9615161,29.2478039,-96.175422,-96.874222,"LL","AGHY",104,NA,4022,0,4132,3536,469,36,15534,2534,17600,3906,456,341,112935,60205,7417,2980,0,2013
